2.455417066,2.787234043,2.195530726
0.810162991,1.276595745,0.865921788
0.263662512,5.082446809,0.837988827
0.950143816,0.981382979,0.994413408
0.232981783,0.60106383,0.547486034
0.597315436,0.986702128,0.636871508
0.254074784,0.388297872,0
0.219558965,0.632978723,0
0.168744008,0.497340426,0.804469274
0,1.066489362,0.69273743
0.624161074,0.789893617,1.117318436
0.803451582,0.617021277,0.51396648
1,0,2.011173184
0,0,1.240223464
0.438159156,0.337765957,0
0,0,0
0.913710451,0.263297872,0.648044693
1.09683605,0,0
0,0,0
0.966442953,0,0
0,0.401595745,0
0.160115053,0,0.888268156
0.181208054,0,0
0.831255992,0,0
0,0.534574468,0.709497207
0.191754554,0,0
0,0,0
0,0,0
0,0.72606383,0
0,0,0.273743017
0,0,0
0,0,0
0,0,1.083798883
0,0,0
0,0,0.357541899
0,0.361702128,0
0,0,0
0,0,0.458100559
0,0.39893617,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.452513966
0,0.247340426,0
0,0,0
0,0,0
